CycPeptMPDB_ID,Original_Name_in_Source_Literature,Source,Structurally_Unique_ID,SMILES,PAMPA,Normalized_Name,log_path
1067,Compound.23,2015_Wang,1067,CC(C)C[C@@H]1NC(=O)[C@H](Cc2cc3ccccc3[nH]2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC1=O,-5.48,Compound.23,/home/liuwei/GitHub/Data/pdb_log/2015_Wang/Compound.23.log
1068,Compound.24,2015_Wang,1068,CC(C)C[C@@H]1NC(=O)[C@H](Cc2cc3ccccc3[nH]2)NC(=O)[C@@H]2CCCN2C(=O)[C@H]2CCCN2C(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC1=O,-6.72,Compound.24,/home/liuwei/GitHub/Data/pdb_log/2015_Wang/Compound.24.log
1069,Compound.25,2015_Wang,1069,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc2cc3ccccc3[nH]2)NC(=O)[C@@H]2CCCN2C1=O,-6.55,Compound.25,/home/liuwei/GitHub/Data/pdb_log/2015_Wang/Compound.25.log
1070,Compound.26,2015_Wang,1070,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc2cc3ccccc3[nH]2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)NC1=O,-5.6,Compound.26,/home/liuwei/GitHub/Data/pdb_log/2015_Wang/Compound.26.log
1071,Compound.27,2015_Wang,1071,CC(C)C[C@@H]1NC(=O)[C@H](Cc2cc3ccccc3[nH]2)NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC1=O,-5.78,Compound.27,/home/liuwei/GitHub/Data/pdb_log/2015_Wang/Compound.27.log
1072,Compound.28,2015_Wang,1072,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2cc3ccccc3[nH]2)NC(=O)[C@H]2CCCN2C(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H](CC(C)C)NC1=O,-6.39,Compound.28,/home/liuwei/GitHub/Data/pdb_log/2015_Wang/Compound.28.log
1073,Compound.29,2015_Wang,1073,O=C1N[C@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@@H](Cc2cc3ccccc3[nH]2)C(=O)N[C@H]1Cc1ccccc1,-10.0,Compound.29,/home/liuwei/GitHub/Data/pdb_log/2015_Wang/Compound.29.log
1074,Compound.30,2015_Wang,1074,CC(C)C[C@@H]1NC(=O)[C@H](Cc2cc3ccccc3[nH]2)NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2cc3ccccc3[nH]2)NC(=O)[C@@H](CC(C)C)NC1=O,-10.0,Compound.30,/home/liuwei/GitHub/Data/pdb_log/2015_Wang/Compound.30.log
1075,Compound.31,2015_Wang,1075,CC(C)C[C@@H]1NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2cc3ccccc3[nH]2)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2cc3ccccc3[nH]2)NC(=O)[C@H](Cc2cc3ccccc3[nH]2)NC1=O,-10.0,Compound.31,/home/liuwei/GitHub/Data/pdb_log/2015_Wang/Compound.31.log
1076,Compound.32,2015_Wang,1076,C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2cc3ccccc3[nH]2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,-7.1,Compound.32,/home/liuwei/GitHub/Data/pdb_log/2015_Wang/Compound.32.log
1077,Compound.33,2015_Wang,1077,C[C@@H](O)[C@@H]1NC(=O)[C@@H](CCCCN)NC(=O)[C@@H](Cc2cc3ccccc3[nH]2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC1=O,-7.05,Compound.33,/home/liuwei/GitHub/Data/pdb_log/2015_Wang/Compound.33.log
1078,Compound.34,2015_Wang,1078,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H]2CCCN2C1=O,-8.0,Compound.34,/home/liuwei/GitHub/Data/pdb_log/2015_Wang/Compound.34.log
1079,Compound.35,2015_Wang,1079,CC(C)C[C@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C1=O,-7.15,Compound.35,/home/liuwei/GitHub/Data/pdb_log/2015_Wang/Compound.35.log
1080,Compound.36,2015_Wang,1080,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O,-7.7,Compound.36,/home/liuwei/GitHub/Data/pdb_log/2015_Wang/Compound.36.log
1081,Compound.37,2015_Wang,1081,CC(C)C[C@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C1=O,-8.0,Compound.37,/home/liuwei/GitHub/Data/pdb_log/2015_Wang/Compound.37.log
1082,Compound.38,2015_Wang,1082,CC(C)C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C1=O,-8.0,Compound.38,/home/liuwei/GitHub/Data/pdb_log/2015_Wang/Compound.38.log
1083,Compound.39,2015_Wang,1083,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C1=O,-7.52,Compound.39,/home/liuwei/GitHub/Data/pdb_log/2015_Wang/Compound.39.log
1084,Compound.40,2015_Wang,1084,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)N(C)C(=O)CN(C)C(=O)[C@H](C)NC(=O)[C@H](Cc2ccc(O)cc2)N(C)C(=O)[C@H]2CCCN2C1=O,-6.46,Compound.40,/home/liuwei/GitHub/Data/pdb_log/2015_Wang/Compound.40.log
1085,Compound.41,2015_Wang,1085,CC(C)C[C@H]1C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](C)C(=O)NCC(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N1C,-6.8,Compound.41,/home/liuwei/GitHub/Data/pdb_log/2015_Wang/Compound.41.log
1086,Compound.42,2015_Wang,1086,CC(C)C[C@@H]1C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N(C)[C@H](C)C(=O)N(C)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N1C,-7.15,Compound.42,/home/liuwei/GitHub/Data/pdb_log/2015_Wang/Compound.42.log
1087,Compound.43,2015_Wang,1087,CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N(C)[C@H](C)C(=O)N(C)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@H](CC(C)C)C(=O)N1C,-6.03,Compound.43,/home/liuwei/GitHub/Data/pdb_log/2015_Wang/Compound.43.log
1088,Compound.44,2015_Wang,1088,CC(C)C[C@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)CN(C)C(=O)[C@H](C)N(C)C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C1=O,-7.52,Compound.44,/home/liuwei/GitHub/Data/pdb_log/2015_Wang/Compound.44.log
1089,Compound.45,2015_Wang,1089,CC(C)C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)CN(C)C(=O)[C@@H](C)N(C)C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C1=O,-6.85,Compound.45,/home/liuwei/GitHub/Data/pdb_log/2015_Wang/Compound.45.log
1090,Compound.46,2015_Wang,1090,CC(C)C[C@H]1C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N(C)[C@H](C)C(=O)N(C)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N1C,-10.0,Compound.46,/home/liuwei/GitHub/Data/pdb_log/2015_Wang/Compound.46.log
1091,Compound.47,2015_Wang,1091,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)CN(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C1=O,-7.0,Compound.47,/home/liuwei/GitHub/Data/pdb_log/2015_Wang/Compound.47.log
1092,Compound.48,2015_Wang,1092,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C1=O,-6.39,Compound.48,/home/liuwei/GitHub/Data/pdb_log/2015_Wang/Compound.48.log
1093,Compound.49,2015_Wang,1093,N=C(N)NCCC[C@@H]1NC(=O)[C@H](Cc2cc3ccccc3[nH]2)NC(=O)[C@H]2CCCN2C(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC1=O,-10.0,Compound.49,/home/liuwei/GitHub/Data/pdb_log/2015_Wang/Compound.49.log
1094,Compound.50,2015_Wang,1094,C[C@@H]1NC(=O)[C@H](C)N(C)C(=O)[C@H](C)NC(=O)[C@H](C)N(C)C(=O)[C@H](C)NC(=O)[C@@H](C)NC1=O,-8.0,Compound.50,/home/liuwei/GitHub/Data/pdb_log/2015_Wang/Compound.50.log
1095,Compound.51,2015_Wang,1095,CC(C)C[C@@H]1NC(=O)[C@H](C(C)C)NC(=O)[C@H](Cc2cc3ccccc3[nH]2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C1=O,-6.43,Compound.51,/home/liuwei/GitHub/Data/pdb_log/2015_Wang/Compound.51.log
1096,Compound.52,2015_Wang,1096,CC(C)C[C@@H]1NC(=O)CNC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C1=O,-8.0,Compound.52,/home/liuwei/GitHub/Data/pdb_log/2015_Wang/Compound.52.log
1097,Compound.53,2015_Wang,1097,CC[C@H](C)[C@@H]1NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC1=O,-10.0,Compound.53,/home/liuwei/GitHub/Data/pdb_log/2015_Wang/Compound.53.log
1098,Compound.54,2015_Wang,1098,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]([C@@H](C)O)NC(=O)CNC(=O)[C@H](C(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O,-7.4,Compound.54,/home/liuwei/GitHub/Data/pdb_log/2015_Wang/Compound.54.log
1099,Compound.55,2015_Wang,1099,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@H](C(C)C)NC(=O)CNC1=O,-8.0,Compound.55,/home/liuwei/GitHub/Data/pdb_log/2015_Wang/Compound.55.log
1100,Compound.56,2015_Wang,1100,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]([C@@H](C)O)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O,-7.7,Compound.56,/home/liuwei/GitHub/Data/pdb_log/2015_Wang/Compound.56.log
1101,Compound.57,2015_Wang,1101,CC(C)C[C@@H]1NC(=O)CNC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](C)NC1=O,-8.0,Compound.57,/home/liuwei/GitHub/Data/pdb_log/2015_Wang/Compound.57.log
1102,Compound.58,2015_Wang,1102,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]([C@@H](C)O)NC(=O)CNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O,-7.7,Compound.58,/home/liuwei/GitHub/Data/pdb_log/2015_Wang/Compound.58.log
1103,Compound.59,2015_Wang,1103,CC(C)C[C@H]1C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2cc3ccccc3[nH]2)C(=O)N[C@@H](C(C)C)C(=O)N1C,-10.0,Compound.59,/home/liuwei/GitHub/Data/pdb_log/2015_Wang/Compound.59.log
1104,Compound.60,2015_Wang,1104,CC(C)C[C@@H]1NC(=O)[C@H](C(C)C)NC(=O)[C@H](Cc2cc3ccccc3[nH]2)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C1=O,-10.0,Compound.60,/home/liuwei/GitHub/Data/pdb_log/2015_Wang/Compound.60.log
1105,Compound.61,2015_Wang,1105,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]([C@@H](C)O)NC(=O)CN(C)C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O,-7.7,Compound.61,/home/liuwei/GitHub/Data/pdb_log/2015_Wang/Compound.61.log
1106,Compound.62,2015_Wang,1106,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]([C@@H](C)O)N(C)C(=O)CN(C)C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O,-8.0,Compound.62,/home/liuwei/GitHub/Data/pdb_log/2015_Wang/Compound.62.log
1134,1.1-01,2016_Furukawa,1134,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCOC)C(=O)[C@H](C)NC(=O)CN(CC)C(=O)[C@H]2CCCN2C1=O,-7.13,1.1-01,/home/liuwei/GitHub/Data/pdb_log/2016_Furukawa/1.1-01.log
1135,1.1-02,2016_Furukawa,1135,CCCCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C(=O)N2CCC[C@@H]2C(=O)N(CC)CC(=O)N[C@@H](C)C1=O,-5.32,1.1-02,/home/liuwei/GitHub/Data/pdb_log/2016_Furukawa/1.1-02.log
1136,1.1-03,2016_Furukawa,1136,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(Cc2ccccc2)C(=O)[C@H](C)NC(=O)CN(CC)C(=O)[C@H]2CCCN2C1=O,-5.45,1.1-03,/home/liuwei/GitHub/Data/pdb_log/2016_Furukawa/1.1-03.log
1137,1.1-04,2016_Furukawa,1137,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CC2CCCCC2)C(=O)[C@H](C)NC(=O)CN(CC)C(=O)[C@H]2CCCN2C1=O,-5.04,1.1-04,/home/liuwei/GitHub/Data/pdb_log/2016_Furukawa/1.1-04.log
1138,1.1-05,2016_Furukawa,1138,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CC2CCOCC2)C(=O)[C@H](C)NC(=O)CN(CC)C(=O)[C@H]2CCCN2C1=O,-7.27,1.1-05,/home/liuwei/GitHub/Data/pdb_log/2016_Furukawa/1.1-05.log
1139,1.1-06,2016_Furukawa,1139,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCOC)C(=O)[C@H](CC(C)C)NC(=O)CN(CC)C(=O)[C@H]2CCCN2C1=O,-5.55,1.1-06,/home/liuwei/GitHub/Data/pdb_log/2016_Furukawa/1.1-06.log
1140,1.1-07,2016_Furukawa,1140,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCc2cccnc2)C(=O)[C@H](C)NC(=O)CN(CC)C(=O)[C@H]2CCCN2C1=O,-7.4,1.1-07,/home/liuwei/GitHub/Data/pdb_log/2016_Furukawa/1.1-07.log
1141,1.1-08,2016_Furukawa,1141,CCCCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C(=O)N2CCC[C@@H]2C(=O)N(CC)CC(=O)N[C@@H](CC(C)C)C1=O,-4.94,1.1-08,/home/liuwei/GitHub/Data/pdb_log/2016_Furukawa/1.1-08.log
1142,1.1-09,2016_Furukawa,1142,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCCc2ccccc2)C(=O)[C@H](C)NC(=O)CN(CC)C(=O)[C@H]2CCCN2C1=O,-5.16,1.1-09,/home/liuwei/GitHub/Data/pdb_log/2016_Furukawa/1.1-09.log
1143,1.1-10,2016_Furukawa,1143,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCOc2ccccc2)C(=O)[C@H](C)NC(=O)CN(CC)C(=O)[C@H]2CCCN2C1=O,-5.46,1.1-10,/home/liuwei/GitHub/Data/pdb_log/2016_Furukawa/1.1-10.log
1144,1.1-11,2016_Furukawa,1144,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCCc2cnn(C)c2)C(=O)[C@H](C)NC(=O)CN(CC)C(=O)[C@H]2CCCN2C1=O,-7.33,1.1-11,/home/liuwei/GitHub/Data/pdb_log/2016_Furukawa/1.1-11.log
1145,1.1-12,2016_Furukawa,1145,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCCN2CCCC2=O)C(=O)[C@H](C)NC(=O)CN(CC)C(=O)[C@H]2CCCN2C1=O,-8.28,1.1-12,/home/liuwei/GitHub/Data/pdb_log/2016_Furukawa/1.1-12.log
1146,1.1-13,2016_Furukawa,1146,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(Cc2ccccc2)C(=O)[C@H](CC(C)C)NC(=O)CN(CC)C(=O)[C@H]2CCCN2C1=O,-4.99,1.1-13,/home/liuwei/GitHub/Data/pdb_log/2016_Furukawa/1.1-13.log
1147,1.1-14,2016_Furukawa,1147,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCOC)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(CC)C(=O)[C@H]2CCCN2C1=O,-5.4,1.1-14,/home/liuwei/GitHub/Data/pdb_log/2016_Furukawa/1.1-14.log
