CycPeptMPDB_ID,Original_Name_in_Source_Literature,Source,Structurally_Unique_ID,SMILES,PAMPA,Normalized_Name,log_path,split0,split1,split2,split3,split4,split5,split6,split7,split8,split9
5780,L1_10.2.1.2.4.2,2021_Kelly,5780,CC(=O)N1CCC[C@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,-7.16,L1_10.2.1.2.4.2,/home/liuwei/GitHub/Data/pdb_log/2021_Kelly/Kelly_5780.log,test,train,test,train,train,train,test,valid,test,train
6769,L2_1.1.1.2.1,2021_Kelly,6769,CC(=O)N1CCC[C@H]1C(=O)N[C@@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,-7.32,L2_1.1.1.2.1,/home/liuwei/GitHub/Data/pdb_log/2021_Kelly/Kelly_6769.log,train,valid,train,valid,train,train,train,train,train,train
6991,L4_1.2.1.1.1,2021_Kelly,6991,CC(=O)N[C@@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,-6.47,L4_1.2.1.1.1,/home/liuwei/GitHub/Data/pdb_log/2021_Kelly/Kelly_6991.log,train,train,train,train,train,train,train,train,train,train
2933,hexa_419,2020_Townsend,2933,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](C)NC(=O)[C@H](Cc2ccccc2)NC1=O,-7.26,hexa_419,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hexa_419.log,train,train,valid,train,train,train,train,train,train,train
5461,hepta_1884,2020_Townsend,5461,CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)N(C)C1=O,-6.74,hepta_1884,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_1884.log,train,test,train,train,test,train,train,valid,train,train
4724,hepta_1147,2020_Townsend,4724,CC(C)C[C@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)NC1=O,-5.67,hepta_1147,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_1147.log,test,train,train,train,train,train,valid,train,train,train
4699,hepta_1122,2020_Townsend,4699,CC(C)C[C@H]1C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](C)C(=O)N1C,-5.98,hepta_1122,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_1122.log,train,train,train,train,train,test,valid,train,train,train
4551,hepta_974,2020_Townsend,4551,CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@H](C)C(=O)N1C,-5.69,hepta_974,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_974.log,train,train,train,test,train,train,train,train,train,train
5782,L1_10.2.1.4.2.2,2021_Kelly,5782,CC(=O)N1CCC[C@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,-6.41,L1_10.2.1.4.2.2,/home/liuwei/GitHub/Data/pdb_log/2021_Kelly/Kelly_5782.log,train,train,train,test,train,train,test,train,test,train
2546,hexa_32,2020_Townsend,2546,CC(C)C[C@H]1NC(=O)C[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@H]2CCCN2C(=O)[C@@H](CC(C)C)NC1=O,-5.82,hexa_32,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hexa_32.log,train,train,train,train,train,train,train,test,train,train
2932,hexa_418,2020_Townsend,2932,CC(C)C[C@@H]1NC(=O)[C@@H](C)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)NC1=O,-6.22,hexa_418,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hexa_418.log,train,train,train,valid,train,test,train,train,train,train
1104,Compound.60,2015_Wang,1104,CC(C)C[C@@H]1NC(=O)[C@H](C(C)C)NC(=O)[C@H](Cc2cc3ccccc3[nH]2)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C1=O,-8,Compound.60,/home/liuwei/GitHub/Data/pdb_log/2015_Wang/Compound.60.log,train,valid,train,train,train,train,train,train,train,train
1532,1.10-39,2016_Furukawa,1532,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCCc2cnn(C)c2)C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)CN(Cc2ccccc2Cn2cccn2)C(=O)[C@H]2CCCN2C1=O,-6.58,1.10-39,/home/liuwei/GitHub/Data/pdb_log/2016_Furukawa/1.10-39.log,train,train,train,train,train,train,train,train,train,train
6435,L1_4.2.4.1.1.1,2021_Kelly,6435,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,-5.93,L1_4.2.4.1.1.1,/home/liuwei/GitHub/Data/pdb_log/2021_Kelly/Kelly_6435.log,train,train,train,test,train,train,train,train,train,train
6929,L3_3.1.2.3.1,2021_Kelly,6929,CC(=O)N1CCC[C@H]1C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,-5.51,L3_3.1.2.3.1,/home/liuwei/GitHub/Data/pdb_log/2021_Kelly/Kelly_6929.log,train,train,train,train,train,train,train,valid,train,train
5511,hepta_1934,2020_Townsend,5511,CC(C)C[C@@H]1C(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@@H](C)C(=O)N(Cc2ccccc2)CC(=O)N1C,-6.24,hepta_1934,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_1934.log,train,test,train,test,train,train,valid,train,train,train
4586,hepta_1009,2020_Townsend,4586,CC(C)C[C@H]1NC(=O)[C@H]2CCCN2C(=O)CN(Cc2ccccc2)C(=O)[C@@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,-8,hepta_1009,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_1009.log,train,train,test,train,train,train,train,test,train,train
4460,hepta_883,2020_Townsend,4460,CCCN1CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C1=O,-6.69,hepta_883,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_883.log,train,train,train,train,train,train,train,valid,train,train
5075,hepta_1498,2020_Townsend,5075,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)C[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)C[C@H](Cc2ccccc2)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,-6.1,hepta_1498,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_1498.log,train,train,train,train,train,train,train,train,train,train
6638,L1_7.3.4.2.4.1,2021_Kelly,6638,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,-6.45,L1_7.3.4.2.4.1,/home/liuwei/GitHub/Data/pdb_log/2021_Kelly/Kelly_6638.log,valid,train,train,train,train,train,valid,train,train,train
3008,hexa_494,2020_Townsend,3008,CC(C)C[C@H]1NC(=O)[C@@H](C)NC(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H]2CCCN2C(=O)CN(Cc2ccccc2)C1=O,-6.22,hexa_494,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hexa_494.log,train,train,train,test,train,train,valid,train,test,train
6162,L1_15.2.4.4.1.2,2021_Kelly,6162,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,-5.75,L1_15.2.4.4.1.2,/home/liuwei/GitHub/Data/pdb_log/2021_Kelly/Kelly_6162.log,train,train,train,train,train,train,valid,train,train,train
5854,L1_11.1.2.3.3.2,2021_Kelly,5854,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,-6.24,L1_11.1.2.3.3.2,/home/liuwei/GitHub/Data/pdb_log/2021_Kelly/Kelly_5854.log,train,train,train,valid,train,train,valid,train,train,train
4751,hepta_1174,2020_Townsend,4751,CC(C)C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)N(C)C1=O,-5.68,hepta_1174,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_1174.log,test,train,train,valid,train,train,train,train,train,train
3575,hexa_1061,2020_Townsend,3575,CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@H](C)C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N1C,-8,hexa_1061,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hexa_1061.log,train,train,valid,train,test,valid,valid,train,train,train
6233,L1_16.3.2.2.2.2,2021_Kelly,6233,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,-7.22,L1_16.3.2.2.2.2,/home/liuwei/GitHub/Data/pdb_log/2021_Kelly/Kelly_6233.log,valid,valid,valid,test,valid,train,train,train,train,train
2986,hexa_472,2020_Townsend,2986,CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N1C,-5.27,hexa_472,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hexa_472.log,train,train,train,train,valid,valid,test,train,train,train
5525,hepta_1948,2020_Townsend,5525,CC(C)C[C@H]1C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@H](C)C(=O)N1C,-5.65,hepta_1948,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_1948.log,train,train,train,train,train,train,train,train,train,train
2365,1NMe3-25Ala6F(72),2018_Naylor,2365,CC(C)C[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H](C)N(C)C1=O,-5.07,1NMe3-25Ala6F(72),/home/liuwei/GitHub/Data/pdb_log/2018_Naylor/Naylor_2365.log,train,valid,train,train,train,train,train,train,valid,train
3771,hepta_194,2020_Townsend,3771,CC(C)C[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C1=O,-5.72,hepta_194,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_194.log,train,valid,train,train,train,train,train,train,train,train
4100,hepta_523,2020_Townsend,4100,CC(C)C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)NC1=O,-5.64,hepta_523,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_523.log,train,train,train,train,train,train,test,train,train,train
1691,2.5-14Me,2016_Furukawa,1691,CCCC[C@@H]1NC(=O)[C@@H](CC(C)C)N(C)C(=O)CN(CC2CCCCC2)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(CCCOC(C)C)C(=O)[C@@H]2CCCN2C1=O,-5.35,2.5-14Me,/home/liuwei/GitHub/Data/pdb_log/2016_Furukawa/2.5-14Me.log,test,test,train,train,train,train,valid,valid,train,train
3012,hexa_498,2020_Townsend,3012,CC(C)C[C@H]1C(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N1C,-5.37,hexa_498,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hexa_498.log,train,train,train,test,train,valid,valid,valid,train,train
6719,L1_9.2.3.1.3.2,2021_Kelly,6719,CC(=O)N1CCC[C@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,-5.31,L1_9.2.3.1.3.2,/home/liuwei/GitHub/Data/pdb_log/2021_Kelly/Kelly_6719.log,train,valid,train,train,train,valid,train,train,train,train
4193,hepta_616,2020_Townsend,4193,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C1=O,-5.18,hepta_616,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_616.log,train,test,train,train,train,train,train,valid,train,train
2968,hexa_454,2020_Townsend,2968,CC(C)C[C@@H]1NC(=O)[C@@H](C)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)N(C)C1=O,-5.78,hexa_454,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hexa_454.log,train,train,train,train,train,valid,train,train,valid,train
1790,2.8-05Me,2016_Furukawa,1790,CCCCCN1CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](CCCC)C(=O)N2CCC[C@@H]2C(=O)N(CC)CC(=O)N[C@H](Cc2ccccc2)C1=O,-5.01,2.8-05Me,/home/liuwei/GitHub/Data/pdb_log/2016_Furukawa/2.8-05Me.log,train,train,valid,train,train,train,train,train,train,train
5240,hepta_1663,2020_Townsend,5240,CC(C)C[C@@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccccc2)CC(=O)N(Cc2ccccc2)CC(=O)N1C,-5.76,hepta_1663,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_1663.log,train,train,train,train,train,train,train,train,train,train
4845,hepta_1268,2020_Townsend,4845,CC(C)C[C@H]1C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](C)C(=O)N1C,-5.05,hepta_1268,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_1268.log,train,train,train,train,train,train,train,train,train,train
4322,hepta_745,2020_Townsend,4322,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C1=O,-5.78,hepta_745,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_745.log,train,train,train,test,train,train,train,train,train,train
6115,L1_15.1.3.1.1.2,2021_Kelly,6115,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,-6.67,L1_15.1.3.1.1.2,/home/liuwei/GitHub/Data/pdb_log/2021_Kelly/Kelly_6115.log,valid,train,train,train,train,train,train,train,train,train
4068,hepta_491,2020_Townsend,4068,CC(C)C[C@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](C)C(=O)N(Cc2ccccc2)CC(=O)N1C,-5.28,hepta_491,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_491.log,train,train,train,train,train,valid,train,valid,train,train
5106,hepta_1529,2020_Townsend,5106,CCCN1CC(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,-4.89,hepta_1529,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_1529.log,train,train,valid,test,train,train,valid,test,train,train
2846,hexa_332,2020_Townsend,2846,CC(C)C[C@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](C)NC(=O)[C@H](Cc2ccccc2)NC1=O,-5.95,hexa_332,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hexa_332.log,train,train,train,train,train,train,train,train,train,train
2954,hexa_440,2020_Townsend,2954,CC(C)C[C@H]1NC(=O)[C@@H](C)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)N(C)C1=O,-6.37,hexa_440,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hexa_440.log,train,train,train,train,train,train,train,test,valid,train
1477,1.9-24,2016_Furukawa,1477,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CC2CCCCC2)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2cc(CC(C)C)on2)C(=O)[C@H]2CCCN2C1=O,-7.35,1.9-24,/home/liuwei/GitHub/Data/pdb_log/2016_Furukawa/1.9-24.log,test,train,train,train,train,test,train,train,train,train
5326,hepta_1749,2020_Townsend,5326,CCCN1CC(=O)N(C)[C@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C1=O,-5.61,hepta_1749,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_1749.log,train,train,test,train,train,valid,test,train,train,train
6285,L1_2.2.3.3.1.1,2021_Kelly,6285,CC(=O)N1CCC[C@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,-5.22,L1_2.2.3.3.1.1,/home/liuwei/GitHub/Data/pdb_log/2021_Kelly/Kelly_6285.log,train,train,test,train,valid,train,test,valid,train,train
